Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,City,Zip Code,Latitude,Longitude,Population,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Label,CLTV
Female,51,No,No,Yes,No,0,Maywood,90270,33.988572,-118.186565,28094,Yes,1,35,Offer C,Yes,24.53,No,Yes,DSL,30,Yes,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,62.15,2215.45,0.0,0,858.5500000000001,3074.0,4,Stayed,No,5255
Female,24,Yes,No,Yes,No,0,Pacific Palisades,90272,34.079449,-118.548306,22548,Yes,10,48,,Yes,37.96,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.65,1057.0,0.0,0,1822.08,2879.08,5,Stayed,No,4124
Female,56,No,No,Yes,No,0,Palos Verdes Peninsula,90274,33.788208,-118.404955,24979,Yes,1,46,,Yes,30.47,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.95,927.1,0.0,0,1401.62,2328.72,5,Stayed,No,5480
Male,47,No,No,Yes,No,0,Rancho Palos Verdes,90275,33.753146,-118.367459,41263,Yes,4,29,Offer C,No,0.0,No,Yes,DSL,22,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,33.75,1009.25,0.0,0,0.0,1009.25,3,Stayed,No,3664
Male,32,No,No,Yes,Yes,3,Redondo Beach,90277,33.830453,-118.384565,34191,Yes,5,30,Offer C,Yes,6.19,No,Yes,Fiber Optic,21,No,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,82.05,2570.2,0.0,120,185.7,2875.9,3,Stayed,No,5036
Male,57,No,No,Yes,No,0,South Gate,90280,33.944624,-118.192615,96267,No,0,66,Offer A,Yes,6.22,Yes,Yes,DSL,26,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.0,5714.25,0.0,0,410.52,6124.77,4,Stayed,No,5825
Female,50,No,No,No,No,0,Topanga,90290,34.115192,-118.61017,5451,No,0,65,,Yes,41.78,Yes,Yes,Fiber Optic,14,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,111.05,7107.0,0.0,0,2715.7000000000003,9822.7,4,Stayed,No,5261
Male,52,No,No,No,No,0,Venice,90291,33.991782,-118.479229,31021,No,0,72,Offer A,Yes,24.53,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,100.9,7459.05,0.0,0,1766.16,9225.21,3,Stayed,No,5781
Male,50,No,No,Yes,No,0,Playa Del Rey,90293,33.947305,-118.439841,11264,Yes,1,71,Offer A,Yes,4.85,Yes,Yes,DSL,26,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,66.85,4748.7,0.0,0,344.35,5093.05,4,Stayed,No,4117
Male,62,No,No,No,No,0,Inglewood,90302,33.975332,-118.355252,30779,No,0,52,,Yes,28.3,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,21.0,1107.2,0.0,0,1471.6,2578.8,4,Stayed,No,4158
Male,19,Yes,No,No,No,0,Inglewood,90304,33.936827,-118.359824,28680,No,0,1,Offer E,Yes,41.1,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.2,20.2,0.0,0,41.1,61.3,3,Joined,No,2710
Female,38,No,No,Yes,Yes,2,Inglewood,90305,33.958134,-118.330905,13779,Yes,1,1,Offer E,Yes,16.44,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.45,19.45,0.0,0,16.44,35.89,3,Joined,No,5612
Male,34,No,No,No,No,0,Santa Monica,90401,34.015481,-118.493231,5221,No,0,38,Offer C,Yes,3.95,Yes,Yes,Fiber Optic,21,No,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,95.0,3605.6,0.0,0,150.1,3755.7,5,Stayed,No,4741
Male,35,No,No,No,No,0,Santa Monica,90404,34.026334,-118.474222,19975,No,0,5,Offer E,No,0.0,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,24.3,100.2,0.0,0,0.0,100.2,3,Stayed,No,4015
Female,25,Yes,No,Yes,No,0,Santa Monica,90405,34.005439,-118.477507,26099,Yes,1,72,Offer A,Yes,25.82,Yes,Yes,Fiber Optic,59,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.15,7303.05,0.0,0,1859.04,9162.09,3,Stayed,No,4594
Female,60,No,No,No,No,0,Torrance,90501,33.833699,-118.314387,40705,No,0,32,Offer C,No,0.0,No,Yes,DSL,18,Yes,No,No,No,No,No,No,Yes,One Year,No,Credit Card,30.15,927.65,0.0,0,0.0,927.65,4,Stayed,No,3585
Male,50,No,No,No,No,0,Torrance,90502,33.833181,-118.292062,17058,No,0,43,,Yes,41.22,Yes,Yes,Fiber Optic,7,No,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,94.35,3921.3,0.0,0,1772.46,5693.76,3,Stayed,No,5845
Male,38,No,No,Yes,No,0,Torrance,90503,33.840399,-118.353714,41979,Yes,1,72,Offer A,Yes,49.5,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.4,1363.25,0.0,0,3564.0,4927.25,5,Stayed,No,5234
Female,35,No,No,No,No,0,Torrance,90505,33.807882,-118.347957,34873,No,0,52,,Yes,33.84,No,Yes,DSL,5,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,57.95,3042.25,0.0,0,1759.6800000000003,4801.93,3,Stayed,No,6078
Female,36,No,No,No,No,0,Whittier,90601,34.007353,-118.033683,32050,No,0,43,,Yes,26.55,No,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.65,3954.1,0.0,0,1141.65,5095.75,5,Stayed,No,3826
Female,48,No,No,Yes,No,0,Whittier,90603,33.945318,-117.992066,19109,Yes,1,64,,No,0.0,No,Yes,DSL,30,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,54.6,3423.5,0.0,0,0.0,3423.5,4,Stayed,No,4850
Male,38,No,No,Yes,Yes,2,Whittier,90604,33.929704,-118.01208,37887,Yes,1,3,Offer E,Yes,33.3,No,Yes,Fiber Optic,12,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,89.85,248.4,0.0,0,99.9,348.3,3,Joined,No,4648
Female,61,No,No,No,No,0,Whittier,90605,33.960891,-118.032222,38181,No,0,36,Offer C,No,0.0,No,Yes,Cable,27,Yes,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,31.05,1126.35,0.0,0,0.0,1126.35,4,Stayed,No,4871
Female,53,No,No,No,No,0,Buena Park,90620,33.845706,-118.012204,44442,No,0,41,,Yes,31.62,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.65,835.15,0.0,0,1296.42,2131.57,5,Stayed,No,5918
Male,33,No,No,Yes,Yes,1,Buena Park,90621,33.874224,-117.993368,33528,Yes,1,27,Offer C,Yes,48.17,Yes,Yes,Fiber Optic,15,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,85.2,2151.6,0.0,30,1300.59,3482.19,3,Stayed,No,3796
Female,27,Yes,No,Yes,No,0,La Palma,90623,33.850504,-118.039892,15505,Yes,1,56,,Yes,42.37,Yes,Yes,Fiber Optic,71,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.8,5515.45,0.0,0,2372.72,7888.17,4,Stayed,No,4606
Female,31,No,No,No,No,0,Cypress,90630,33.818477,-118.038307,47344,No,0,6,Offer E,Yes,7.72,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.7,112.75,0.0,0,46.32,159.07,5,Stayed,No,5346
Female,20,Yes,No,Yes,Yes,2,La Mirada,90638,33.902045,-118.008961,47568,Yes,1,7,,Yes,25.64,No,Yes,DSL,71,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.7,350.35,0.0,0,179.48000000000002,529.83,3,Stayed,No,3097
Female,27,Yes,No,Yes,Yes,1,Montebello,90640,34.015217,-118.109962,62425,Yes,1,4,,Yes,39.89,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.85,62.9,0.0,0,159.56,222.46,5,Stayed,No,3172
Male,59,No,No,No,No,0,Norwalk,90650,33.905963,-118.08263,103214,No,0,33,Offer C,Yes,47.64,No,Yes,Fiber Optic,18,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,88.95,3027.65,0.0,0,1572.12,4599.77,3,Stayed,No,5087
Male,46,No,No,Yes,No,0,Santa Fe Springs,90670,33.933565,-118.062611,16271,Yes,1,72,Offer A,Yes,1.86,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,23.55,1723.95,0.0,0,133.92000000000002,1857.87,3,Stayed,No,5901
Male,45,No,No,No,No,0,Stanton,90680,33.801869,-117.995068,29694,No,0,1,,Yes,15.77,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,19.75,0.0,0,15.77,35.52,3,Joined,No,2484
Female,49,No,No,No,No,0,Cerritos,90703,33.8681,-118.067402,51556,No,0,13,,Yes,29.21,Yes,Yes,Fiber Optic,22,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.95,1215.65,0.0,0,379.73,1595.38,5,Stayed,No,5886
Male,60,No,No,No,No,0,Bellflower,90706,33.887676,-118.127289,72893,No,0,67,Offer A,Yes,32.58,No,Yes,DSL,8,No,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,50.55,3260.1,0.0,0,2182.86,5442.959999999999,5,Stayed,No,6064
Female,42,No,No,No,No,0,Lakewood,90713,33.847755,-118.112532,27563,No,0,43,,Yes,25.53,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.7,1188.2,0.0,0,1097.79,2285.99,4,Stayed,No,2017
Female,37,No,No,No,No,0,Lakewood,90715,33.841027,-118.078097,20890,No,0,23,,Yes,24.04,No,Yes,Fiber Optic,22,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.0,1778.5,0.0,0,552.92,2331.42,4,Stayed,No,2221
Female,23,Yes,No,Yes,No,0,Hawaiian Gardens,90716,33.830431,-118.074071,14852,Yes,1,64,,Yes,36.24,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.2,1277.75,0.0,0,2319.36,3597.11,5,Stayed,No,4557
Male,58,No,No,No,No,0,Lomita,90717,33.794209,-118.317354,21065,No,0,57,,Yes,5.71,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.6,1170.55,0.0,0,325.47,1496.02,3,Stayed,No,4393
Female,35,No,No,Yes,No,0,San Pedro,90732,33.744119,-118.31448,21279,Yes,2,61,,Yes,17.49,Yes,Yes,Fiber Optic,21,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,101.05,5971.25,0.0,0,1066.89,7038.139999999999,4,Stayed,No,6311
Male,34,No,No,No,No,0,Seal Beach,90740,33.75462,-118.071128,24180,No,0,64,,Yes,30.27,Yes,Yes,Fiber Optic,12,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,84.3,5289.05,0.0,0,1937.28,7226.33,3,Stayed,No,5044
Female,56,No,No,Yes,No,0,Surfside,90743,33.728273,-118.085304,174,Yes,5,65,,Yes,13.2,Yes,Yes,Fiber Optic,13,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,99.05,6416.7,0.0,0,858.0,7274.7,3,Stayed,No,5878
Male,42,No,No,No,No,0,Wilmington,90744,33.782068,-118.262263,53323,No,0,3,,Yes,35.65,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.6,61.35,0.0,0,106.95,168.29999999999998,5,Joined,No,2543
Male,52,No,No,No,No,0,Carson,90746,33.859171,-118.252272,25566,No,0,30,Offer C,Yes,27.88,No,Yes,Cable,6,No,Yes,Yes,No,Yes,No,No,No,One Year,No,Credit Card,64.5,1929.95,0.0,0,836.4,2766.35,5,Stayed,No,4320
Male,50,No,No,Yes,Yes,1,Long Beach,90802,33.752524,-118.210737,38427,Yes,1,15,,Yes,8.44,No,Yes,Cable,21,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,69.5,1071.4,0.0,0,126.6,1198.0,4,Stayed,No,3128
Female,33,No,No,Yes,Yes,1,Long Beach,90803,33.760458,-118.129725,31352,Yes,1,8,,Yes,29.94,No,Yes,Cable,17,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,68.55,564.35,0.0,0,239.52,803.87,3,Stayed,No,3123
Female,27,Yes,No,Yes,No,0,Long Beach,90805,33.864622,-118.179626,91664,Yes,4,70,Offer A,Yes,5.77,Yes,Yes,Fiber Optic,48,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,108.15,7930.55,0.0,0,403.9,8334.45,4,Stayed,No,5192
Male,51,No,No,Yes,No,0,Long Beach,90806,33.802664,-118.179971,49647,Yes,2,62,,Yes,43.2,No,Yes,DSL,23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,86.1,5215.25,0.0,0,2678.4,7893.65,4,Stayed,No,5769
Female,29,Yes,No,Yes,Yes,3,Long Beach,90807,33.830099,-118.182239,31556,Yes,9,6,,Yes,5.52,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,113.5,0.0,0,33.12,146.62,3,Stayed,No,4293
Female,33,No,No,Yes,Yes,1,Long Beach,90808,33.823943,-118.111335,37417,Yes,7,14,,Yes,40.22,No,Yes,Fiber Optic,19,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.9,1152.8,0.0,0,563.0799999999999,1715.88,5,Stayed,No,2563
Female,23,Yes,No,No,No,0,Long Beach,90810,33.819814,-118.222416,35656,No,0,22,,Yes,19.2,Yes,Yes,Fiber Optic,41,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,84.15,1821.95,0.0,60,422.4,2304.35,3,Stayed,No,3549
Male,37,No,No,Yes,No,0,Long Beach,90813,33.781086,-118.199049,63136,Yes,3,22,,Yes,48.06,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.15,419.9,0.0,0,1057.3200000000002,1477.2200000000005,5,Stayed,No,2173
Male,38,No,No,Yes,No,0,Long Beach,90814,33.771612,-118.143866,19034,Yes,9,16,,Yes,23.31,No,Yes,DSL,27,Yes,No,Yes,No,Yes,No,No,Yes,Two Year,No,Credit Card,64.25,1024.0,0.0,0,372.96,1396.96,4,Stayed,No,5511
Male,44,No,No,No,No,0,Long Beach,90815,33.797638,-118.11662,38902,No,0,10,,Yes,32.1,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.7,251.6,0.0,0,321.0,572.6,5,Stayed,No,3611
Female,63,No,No,No,Yes,1,Long Beach,90822,33.778436,-118.118648,425,No,0,13,,Yes,27.04,No,Yes,DSL,10,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,56.0,764.55,0.0,0,351.52,1116.07,3,Stayed,No,5156
Female,54,No,No,No,No,0,Arcadia,91006,34.137319,-118.029837,30028,No,0,2,,Yes,15.67,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.7,135.2,0.0,0,31.34,166.54,5,Joined,No,3056
Male,35,No,No,No,No,0,Arcadia,91007,34.128284,-118.047732,30933,No,0,53,,Yes,6.54,Yes,Yes,DSL,4,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,73.9,3958.25,0.0,0,346.62,4304.87,4,Stayed,No,5644
Female,21,Yes,No,Yes,No,0,Duarte,91010,34.145695,-117.95982,27414,Yes,7,11,,Yes,1.92,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.6,233.9,0.0,0,21.12,255.02,3,Stayed,No,4047
Male,40,No,No,Yes,No,0,La Canada Flintridge,91011,34.234912,-118.153729,20200,Yes,3,69,Offer A,Yes,30.86,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.9,1363.45,0.0,0,2129.34,3492.79,5,Stayed,No,5570
Male,39,No,No,Yes,No,0,Montrose,91020,34.2112,-118.230625,7527,Yes,7,72,Offer A,Yes,6.05,Yes,Yes,Cable,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89.05,6254.45,0.0,0,435.6,6690.05,4,Stayed,No,6212
Female,59,No,No,Yes,Yes,2,South Pasadena,91030,34.110444,-118.156957,23984,Yes,3,16,Offer D,Yes,45.54,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.4,321.4,0.0,0,728.64,1050.04,4,Stayed,No,3990
Male,61,No,No,Yes,No,0,Sunland,91040,34.282704,-118.312929,18752,Yes,6,43,,Yes,15.2,No,Yes,Fiber Optic,21,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,84.25,3539.25,0.0,0,653.6,4192.85,3,Stayed,No,4382
Male,48,No,No,Yes,No,0,Pasadena,91101,34.146635,-118.139225,16812,Yes,3,14,Offer D,Yes,5.17,No,Yes,Cable,25,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,81.95,1181.75,0.0,0,72.38,1254.13,3,Stayed,No,2564
Female,61,No,No,No,No,0,Pasadena,91104,34.165383,-118.123752,38460,No,0,32,Offer C,Yes,35.97,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.55,654.55,0.0,0,1151.04,1805.59,3,Stayed,No,5358
Female,49,No,No,Yes,No,0,Pasadena,91105,34.13946,-118.166649,10253,Yes,5,34,Offer C,Yes,11.52,Yes,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,24.7,780.2,0.0,0,391.68,1171.88,4,Stayed,No,3421
Female,19,Yes,No,Yes,Yes,3,San Marino,91108,34.122671,-118.112911,13158,Yes,6,15,Offer D,Yes,4.19,Yes,Yes,Fiber Optic,59,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.35,1559.25,0.0,0,62.85000000000001,1622.1,3,Stayed,No,2721
Male,22,Yes,No,Yes,No,0,Glendale,91201,34.17051,-118.289463,23981,Yes,3,61,,Yes,19.27,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.55,1252.0,0.0,0,1175.47,2427.4700000000003,4,Stayed,No,5110
Female,25,Yes,No,No,No,0,Glendale,91203,34.153338,-118.262974,14493,No,0,1,,Yes,47.36,No,Yes,Cable,41,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.3,45.3,0.0,0,47.36,92.66,5,Joined,No,3575
Male,35,No,No,Yes,No,0,Glendale,91205,34.13658,-118.245839,41390,Yes,7,33,Offer C,Yes,48.85,No,Yes,Cable,30,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,74.75,2453.3,0.0,0,1612.05,4065.35,3,Stayed,No,5344
Male,45,No,No,No,No,0,Glendale,91208,34.195386,-118.238508,16910,No,0,20,Offer D,Yes,3.94,No,Yes,DSL,18,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,51.8,1023.85,0.0,0,78.8,1102.65,4,Stayed,No,2764
Male,19,Yes,No,No,No,0,La Crescenta,91214,34.239636,-118.245259,29110,No,0,3,,No,0.0,No,Yes,DSL,59,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.4,82.15,0.0,0,0.0,82.15,4,Joined,No,3108
Female,61,No,No,No,No,0,Agoura Hills,91301,34.129058,-118.759788,25303,No,0,13,Offer D,Yes,33.13,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.65,244.8,0.0,0,430.69000000000005,675.49,3,Stayed,No,2024
Female,62,No,No,Yes,No,0,Calabasas,91302,34.130861,-118.68346,23661,Yes,5,40,,Yes,48.29,Yes,Yes,DSL,23,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,56.6,2379.1,0.0,0,1931.6,4310.7,5,Stayed,No,3359
Male,24,Yes,No,Yes,No,0,Canoga Park,91303,34.19829,-118.602203,23519,Yes,5,43,Offer B,Yes,48.1,Yes,Yes,DSL,51,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,71.9,3173.35,0.0,0,2068.3,5241.65,3,Stayed,No,4106
Female,38,No,No,Yes,No,0,Winnetka,91306,34.209532,-118.577563,43857,Yes,9,69,Offer A,Yes,5.27,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.75,1375.4,0.0,0,363.63,1739.0300000000002,4,Stayed,No,5325
Female,42,No,No,Yes,No,0,West Hills,91307,34.199787,-118.68493,23637,Yes,7,72,Offer A,Yes,18.66,Yes,Yes,Fiber Optic,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,109.7,8129.3,0.0,0,1343.52,9472.82,4,Stayed,No,5945
Male,33,No,No,Yes,No,0,Chatsworth,91311,34.294142,-118.603883,35325,Yes,3,59,Offer B,Yes,25.57,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.3,1192.7,0.0,0,1508.63,2701.33,3,Stayed,No,4149
Female,32,No,No,Yes,No,0,Encino,91316,34.150354,-118.518292,27614,No,0,20,Offer D,Yes,28.57,No,Yes,Fiber Optic,15,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.55,1901.65,0.0,0,571.4,2473.05,3,Stayed,No,4382
Male,19,Yes,No,Yes,Yes,3,Newbury Park,91320,34.172071,-118.946262,37779,Yes,1,24,Offer C,Yes,1.14,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.1,587.4,0.0,0,27.36,614.76,3,Stayed,No,4634
Male,19,Yes,No,No,No,0,Newhall,91321,34.370378,-118.504118,30742,No,0,59,Offer B,Yes,48.12,Yes,Yes,Fiber Optic,51,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,111.35,6519.75,0.0,0,2839.08,9358.83,5,Stayed,No,6047
Male,42,No,No,Yes,Yes,3,Northridge,91324,34.238208,-118.55029,25751,Yes,2,72,Offer A,Yes,11.66,Yes,Yes,Fiber Optic,28,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,112.25,8041.65,0.0,0,839.52,8881.17,4,Stayed,No,4099
Male,29,Yes,No,No,Yes,1,Northridge,91325,34.236683,-118.517588,32307,No,0,1,,Yes,7.57,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.75,20.75,0.0,0,7.57,28.32,5,Joined,No,3358
Female,55,No,No,Yes,No,0,Porter Ranch,91326,34.281911,-118.556218,28067,No,0,27,Offer C,Yes,20.02,No,Yes,Fiber Optic,27,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,101.9,2681.15,0.0,0,540.54,3221.69,3,Stayed,No,3795
Female,51,No,No,No,No,0,Pacoima,91331,34.255442,-118.421314,97318,No,0,14,Offer D,Yes,1.69,No,Yes,Fiber Optic,21,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.05,1112.3,0.0,0,23.66,1135.96,5,Stayed,No,4400
Male,55,No,No,Yes,Yes,3,Reseda,91335,34.200175,-118.540958,68018,Yes,3,71,Offer A,Yes,25.02,Yes,Yes,Fiber Optic,53,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.55,7405.5,0.0,0,1776.42,9181.92,3,Stayed,No,5010
Male,55,No,No,No,Yes,3,San Fernando,91340,34.286131,-118.435969,33389,No,0,13,Offer D,Yes,31.93,No,Yes,Fiber Optic,22,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,78.3,1033.95,0.0,150,415.09,1599.04,3,Stayed,No,5566
Male,41,No,No,No,No,0,Sylmar,91342,34.321621,-118.399841,81986,No,0,44,Offer B,Yes,1.7,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,68.85,2958.95,0.0,0,74.8,3033.75,3,Stayed,No,2053
Female,64,No,No,No,No,0,North Hills,91343,34.238802,-118.482296,57017,No,0,33,Offer C,Yes,42.29,No,Yes,Fiber Optic,13,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79.95,2684.85,0.0,0,1395.57,4080.42,3,Stayed,No,3118
Male,30,No,No,Yes,No,0,Granada Hills,91344,34.291273,-118.505104,48867,Yes,5,72,Offer A,No,0.0,No,Yes,Cable,47,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,55.45,4179.2,0.0,0,0.0,4179.2,3,Stayed,No,4556
Male,22,Yes,No,Yes,No,0,Canyon Country,91351,34.422519,-118.420717,59259,Yes,10,64,Offer B,Yes,40.49,No,Yes,Fiber Optic,69,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,102.45,6654.1,0.0,0,2591.36,9245.46,3,Stayed,No,6398
Female,40,No,No,No,No,0,Valencia,91354,34.457005,-118.573726,17846,No,0,1,,No,0.0,No,Yes,Cable,2,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.25,25.25,0.0,0,0.0,25.25,4,Joined,No,5858
Male,32,No,No,No,Yes,2,Valencia,91355,34.43987,-118.644609,24977,No,0,61,Offer B,Yes,15.02,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.75,1124.2,0.0,0,916.22,2040.42,4,Stayed,No,5411
Female,23,Yes,No,Yes,No,0,Tarzana,91356,34.157137,-118.548511,27424,Yes,6,29,Offer C,Yes,27.72,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.0,540.05,0.0,0,803.88,1343.9299999999998,5,Stayed,No,3800
Female,45,No,No,Yes,No,0,Westlake Village,91361,34.130992,-118.894673,18735,Yes,1,57,Offer B,No,0.0,No,Yes,Cable,22,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,58.75,3437.45,0.0,0,0.0,3437.45,3,Stayed,No,4115
Male,46,No,No,Yes,No,0,Thousand Oaks,91362,34.191842,-118.822796,33057,Yes,11,72,Offer A,No,0.0,No,Yes,DSL,17,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,45.25,3139.8,0.0,0,0.0,3139.8,4,Stayed,No,5041
